card_id,client_id,account_id,card_number,card_holder_name,expiry_date,cvv,card_type,card_level,status,issue_date
225,402,4902,4580 5447 8570 7645,Eric Tucker,2028-05-01,271,DEBIT,GOLD,LOST,2025-05-02
226,2970,3819,4489 8979 9015 4203,Gregory James,2027-12-11,289,CREDIT,STANDARD,ACTIVE,2024-12-11
227,1606,2690,4636 3377 1735 7803,Sandra Osborn,2028-01-12,910,DEBIT,GOLD,EXPIRED,2025-01-12
228,2241,2408,4945 9211 7880 3782,Anthony Black,2028-03-22,440,DEBIT,STANDARD,BLOCKED,2025-03-23
229,2309,5623,4797 8294 1625 3650,Gregory Mitchell,2028-10-29,357,DEBIT,PLATINUM,ACTIVE,2025-10-30
230,2517,5542,4378 6958 1605 2569,Allison Martin,2028-09-07,650,DEBIT,STANDARD,EXPIRED,2025-09-08
231,1090,2747,4782 2078 5822 6630,Edward George,2027-06-18,369,CREDIT,STANDARD,ACTIVE,2024-06-18
232,717,6865,4711 3984 9321 1523,Shelby Gonzales,2028-10-20,649,DEBIT,PLATINUM,BLOCKED,2025-10-21
233,315,5597,4762 7834 6004 4246,Lisa Farmer,2027-10-04,200,CREDIT,PLATINUM,EXPIRED,2024-10-04
234,232,5370,4299 5204 1018 2525,Tiffany Cruz,2028-04-08,105,CREDIT,GOLD,EXPIRED,2025-04-09
235,1074,2082,4422 1188 2257 2469,Patrick Griffin,2026-05-02,163,CREDIT,GOLD,BLOCKED,2023-05-03
236,1926,2918,4111 7981 7138 3092,Cynthia Beard,2028-09-16,863,CREDIT,GOLD,BLOCKED,2025-09-17
237,1111,114,4923 9401 8255 9087,Alexis Fisher,2027-07-03,186,CREDIT,STANDARD,ACTIVE,2024-07-03
238,1105,6069,4595 8607 4590 9151,Nancy Oneill,2027-01-21,344,CREDIT,PLATINUM,BLOCKED,2024-01-22
239,2951,270,4273 7937 6048 8172,Allen Cox,2028-08-16,101,DEBIT,GOLD,LOST,2025-08-17
240,2713,7973,4081 5545 8962 8962,Anthony Hicks,2026-11-26,261,CREDIT,PLATINUM,BLOCKED,2023-11-27
241,1330,837,4958 2382 8731 9293,Jason King,2028-08-09,486,CREDIT,STANDARD,BLOCKED,2025-08-10
242,1509,6441,4564 8948 3593 3304,Thomas Wheeler,2027-04-10,405,CREDIT,GOLD,BLOCKED,2024-04-10
243,1282,2546,4854 9625 3133 7385,Tiffany Rose,2028-07-01,421,DEBIT,STANDARD,EXPIRED,2025-07-02
244,2962,5440,4555 3107 4174 5985,Heather Farrell,2028-09-23,685,CREDIT,GOLD,LOST,2025-09-24
245,2577,1110,4317 8612 5681 7294,Wesley Joyce,2027-10-15,847,CREDIT,STANDARD,LOST,2024-10-15
246,456,605,4683 7053 2383 3542,Olivia Morris,2028-09-05,246,CREDIT,STANDARD,EXPIRED,2025-09-06
247,326,7333,4399 1386 5648 6459,Leslie Johnson,2028-10-06,108,DEBIT,STANDARD,EXPIRED,2025-10-07
248,1793,6697,4619 5875 3718 4677,Kristy Jackson,2027-02-09,483,DEBIT,GOLD,LOST,2024-02-10
249,1867,7815,4580 9631 9382 1284,Edward Williams,2028-05-28,803,DEBIT,PLATINUM,LOST,2025-05-29
250,2848,6867,4124 4958 2110 9117,Alexa Finley,2028-10-24,837,DEBIT,STANDARD,EXPIRED,2025-10-25
251,789,992,4955 7680 2394 2939,Heather Barrett,2027-12-16,731,CREDIT,PLATINUM,ACTIVE,2024-12-16
252,1699,1465,4506 6298 2100 6216,Matthew Whitaker,2028-07-19,465,CREDIT,GOLD,LOST,2025-07-20
253,2540,7324,4694 6680 8176 6485,Anthony Reed,2028-10-01,902,DEBIT,GOLD,BLOCKED,2025-10-02
254,924,2309,4370 2835 9918 3478,Hannah Sexton,2028-10-17,148,CREDIT,PLATINUM,LOST,2025-10-18
255,2653,1005,4927 4083 6647 1278,Joseph Rice,2028-01-02,453,DEBIT,GOLD,EXPIRED,2025-01-02
256,2052,117,4409 2110 8605 1709,Ryan Sanders,2028-04-02,362,DEBIT,STANDARD,EXPIRED,2025-04-03
257,2194,791,4538 5897 9094 1144,Crystal Anderson,2028-06-14,343,CREDIT,GOLD,ACTIVE,2025-06-15
258,561,3751,4329 4835 7905 5739,Michael Murray,2028-10-02,382,CREDIT,STANDARD,ACTIVE,2025-10-03
259,766,1526,4996 1580 2342 3456,Lee Stewart,2028-11-01,888,DEBIT,GOLD,LOST,2025-11-02
260,1387,4875,4702 2930 6726 2213,Meredith Christensen,2028-09-07,598,CREDIT,STANDARD,BLOCKED,2025-09-08
261,2103,1813,4620 5207 3993 6049,Roberto Oconnor,2027-03-25,904,CREDIT,PLATINUM,BLOCKED,2024-03-25
262,475,1536,4900 3900 9808 1490,Chelsea Schwartz,2028-09-14,778,CREDIT,GOLD,EXPIRED,2025-09-15
263,272,2061,4843 9502 5954 4467,Stephen Peters,2028-10-22,398,DEBIT,GOLD,LOST,2025-10-23
264,317,4991,4505 5131 9389 9186,Charlotte Meyer,2028-03-13,352,DEBIT,PLATINUM,BLOCKED,2025-03-14
265,1077,3472,4496 2089 7848 4416,Daniel Weiss,2028-06-29,228,DEBIT,GOLD,BLOCKED,2025-06-30
266,1307,4343,4560 7652 3541 5587,Amber Scott,2028-07-15,880,CREDIT,PLATINUM,BLOCKED,2025-07-16
267,2599,817,4443 3100 4894 4897,Dakota Stevenson,2028-10-30,868,DEBIT,GOLD,ACTIVE,2025-10-31
268,2,440,4907 4365 2518 8747,Michelle Perez,2028-01-27,884,CREDIT,GOLD,LOST,2025-01-27
269,2038,7627,4321 9700 3702 9798,Sherry Hall,2028-10-23,954,DEBIT,STANDARD,BLOCKED,2025-10-24
270,1348,7285,4757 9242 1041 5008,Larry Miller,2027-12-05,601,CREDIT,STANDARD,EXPIRED,2024-12-05
271,2373,3668,4646 3181 8873 9424,Richard Curry,2028-09-30,267,CREDIT,GOLD,ACTIVE,2025-10-01
272,1989,7283,4126 6745 8541 5308,Charles Williams,2028-10-31,365,CREDIT,GOLD,LOST,2025-11-01
273,742,3603,4857 6688 9356 7448,Nicholas Bennett,2028-07-30,372,CREDIT,PLATINUM,EXPIRED,2025-07-31
274,2519,3668,4474 2451 1591 9197,Joshua Combs,2028-08-24,644,CREDIT,STANDARD,LOST,2025-08-25
275,443,6601,4412 8455 4048 6160,Katherine King,2028-10-27,592,DEBIT,PLATINUM,EXPIRED,2025-10-28
276,2550,1224,4105 1475 8518 3885,Anita Johnson,2027-12-22,369,CREDIT,PLATINUM,LOST,2024-12-22
277,261,2300,4629 7591 1018 6673,Matthew Jackson,2028-09-08,737,DEBIT,GOLD,ACTIVE,2025-09-09
278,573,665,4391 2676 5503 8530,Matthew Boyd,2026-11-21,731,CREDIT,GOLD,BLOCKED,2023-11-22
279,2616,4196,4485 8871 8575 1573,Angela Parrish,2028-09-07,376,CREDIT,PLATINUM,EXPIRED,2025-09-08
280,308,3695,4128 9397 2106 5606,Richard Adams,2028-09-23,536,CREDIT,GOLD,LOST,2025-09-24
281,690,918,4611 9340 7578 6937,Danny Wagner,2027-10-03,791,CREDIT,GOLD,BLOCKED,2024-10-03
282,550,3435,4437 9448 9837 3547,Mary Randall,2028-07-08,500,CREDIT,STANDARD,LOST,2025-07-09
283,1263,5833,4130 2884 4765 3510,Richard Wheeler,2028-09-28,400,DEBIT,GOLD,ACTIVE,2025-09-29
284,109,53,4911 8196 4833 8295,Jason Moore,2028-08-25,252,DEBIT,PLATINUM,ACTIVE,2025-08-26
285,1186,5802,4156 3057 8179 9263,Randall Pennington,2028-09-28,307,DEBIT,STANDARD,BLOCKED,2025-09-29
286,1802,5946,4537 4160 7938 7228,Angela Brown,2028-09-11,423,DEBIT,GOLD,LOST,2025-09-12
287,2001,6741,4331 6124 6786 1857,Christine Taylor,2028-10-29,389,CREDIT,STANDARD,EXPIRED,2025-10-30
288,670,4312,4930 5043 1610 8872,Scott Sharp,2028-07-18,574,DEBIT,PLATINUM,EXPIRED,2025-07-19
289,254,4742,4003 8155 1923 6787,Ricky Weber,2028-01-16,299,CREDIT,PLATINUM,LOST,2025-01-16
290,2601,2612,4877 6778 8510 4032,Jessica Howard,2028-10-30,616,CREDIT,GOLD,BLOCKED,2025-10-31
291,2304,6401,4741 5073 2712 2400,Melanie Allen,2028-09-01,397,CREDIT,GOLD,EXPIRED,2025-09-02
292,1422,1747,4142 2739 7935 4463,Michael Mcknight,2027-08-23,683,DEBIT,STANDARD,ACTIVE,2024-08-23
293,2785,5260,4592 2422 5035 9869,Nicole Conrad,2026-12-31,675,CREDIT,GOLD,LOST,2024-01-01
294,2104,5640,4848 5061 8598 9168,Gabriel Bradley,2026-09-06,308,DEBIT,PLATINUM,ACTIVE,2023-09-07
295,2003,2788,4471 8365 7935 5512,Katrina Brewer,2028-06-29,916,CREDIT,PLATINUM,BLOCKED,2025-06-30
296,2715,358,4817 7669 4830 8661,Erica Bauer,2028-05-30,938,DEBIT,PLATINUM,LOST,2025-05-31
297,2545,963,4718 8177 4067 7065,Donna Thomas,2026-06-25,875,CREDIT,PLATINUM,EXPIRED,2023-06-26
298,2567,4521,4381 9134 6521 3238,Jonathan Smith,2027-06-19,713,DEBIT,GOLD,BLOCKED,2024-06-19
299,1427,6843,4551 8994 4193 6105,Jim Hughes,2028-10-08,434,DEBIT,STANDARD,LOST,2025-10-09
300,11,7895,4745 4770 9367 9518,Michael Walter,2027-05-27,454,CREDIT,PLATINUM,BLOCKED,2024-05-27
301,1082,3665,4167 8057 8730 8372,Renee Young,2028-09-01,730,CREDIT,GOLD,EXPIRED,2025-09-02
302,2230,1149,4150 6336 5855 6647,Christopher Armstrong,2028-03-12,518,DEBIT,STANDARD,ACTIVE,2025-03-13
303,1370,2878,4953 2899 4867 6309,Jonathan Salinas,2028-04-21,259,CREDIT,GOLD,LOST,2025-04-22
304,651,3385,4801 3405 1179 8225,Amy Reid,2028-01-29,893,DEBIT,STANDARD,BLOCKED,2025-01-29
305,797,6274,4357 4879 3163 4967,Martha Thomas,2025-03-01,930,DEBIT,PLATINUM,BLOCKED,2022-03-02
306,526,3919,4266 8206 8405 2800,Christina Taylor,2027-03-22,510,DEBIT,STANDARD,ACTIVE,2024-03-22
307,299,3791,4910 2016 5909 3998,Stephanie Cain,2028-09-06,292,CREDIT,GOLD,LOST,2025-09-07
308,2321,3795,4069 6637 8126 5712,Jason Cooley,2028-07-15,310,DEBIT,GOLD,BLOCKED,2025-07-16
309,481,5061,4737 7119 8161 8232,John Peterson,2028-06-13,528,DEBIT,STANDARD,ACTIVE,2025-06-14
310,454,4511,4439 1994 2972 4778,Donna Page,2028-01-22,542,CREDIT,GOLD,ACTIVE,2025-01-22
311,2616,3462,4995 5696 1052 4155,Angela Parrish,2028-10-03,571,CREDIT,GOLD,LOST,2025-10-04
312,2521,1334,4904 5417 5085 3074,Kevin Lopez,2027-04-27,355,DEBIT,GOLD,EXPIRED,2024-04-27
313,2352,282,4231 4986 4268 1232,Arthur Bailey,2028-06-18,991,CREDIT,GOLD,EXPIRED,2025-06-19
314,4,6454,4137 4827 6556 7289,Christopher Boone,2028-03-28,702,CREDIT,STANDARD,ACTIVE,2025-03-29
315,1657,4551,4708 2299 2723 1544,Morgan Wagner,2028-08-10,253,DEBIT,STANDARD,LOST,2025-08-11
316,403,5447,4777 1187 2433 3259,Gregory Hayes,2028-05-31,321,DEBIT,STANDARD,LOST,2025-06-01
317,194,1487,4105 3078 3099 9942,Amber Phillips,2028-09-26,353,CREDIT,GOLD,LOST,2025-09-27
318,2936,6097,4373 7605 8804 9843,Emily Hall,2027-03-26,493,CREDIT,PLATINUM,LOST,2024-03-26
319,992,7009,4217 1804 7696 7642,James Stone,2028-10-31,310,CREDIT,GOLD,ACTIVE,2025-11-01
320,2977,6187,4411 4253 3426 9856,Kelly Garcia,2027-10-20,683,DEBIT,STANDARD,ACTIVE,2024-10-20
321,1703,4205,4472 8404 2028 4878,Donald Oconnor,2028-10-12,168,DEBIT,STANDARD,LOST,2025-10-13
322,2916,2814,4658 5095 7463 9371,David Mckee,2028-05-25,598,DEBIT,STANDARD,BLOCKED,2025-05-26
323,845,3419,4511 5138 8557 2934,Daniel Khan,2028-11-01,255,CREDIT,STANDARD,LOST,2025-11-02
324,359,3654,4177 9298 7787 5336,Megan Macias,2027-12-22,381,DEBIT,GOLD,LOST,2024-12-22
325,2069,790,4891 8583 5803 6979,Linda Kemp,2026-05-03,127,CREDIT,PLATINUM,LOST,2023-05-04
326,2283,7907,4230 3451 5883 3972,Tyler Gallegos,2028-10-29,540,CREDIT,PLATINUM,EXPIRED,2025-10-30
327,853,285,4588 8685 2954 4250,Laura Wilkinson,2028-10-07,452,DEBIT,STANDARD,EXPIRED,2025-10-08
328,2964,4186,4570 5235 7864 8762,Vanessa Holden,2028-08-24,637,CREDIT,GOLD,ACTIVE,2025-08-25
329,1368,3233,4301 7553 7249 4942,Alexander Powers,2028-01-28,684,DEBIT,STANDARD,LOST,2025-01-28
330,506,5758,4210 5483 4994 7524,Kimberly Mann,2027-08-23,638,CREDIT,GOLD,EXPIRED,2024-08-23
331,235,2239,4979 4446 4606 7817,Phillip Howell,2028-10-22,642,CREDIT,PLATINUM,EXPIRED,2025-10-23
332,930,2332,4442 6555 5448 3827,Robert Thompson,2027-01-28,369,DEBIT,PLATINUM,LOST,2024-01-29
333,1853,5585,4504 1961 7690 3852,Cheryl Chandler,2028-10-29,468,CREDIT,GOLD,ACTIVE,2025-10-30
334,1197,2068,4860 2363 2050 4927,Patricia Taylor,2028-10-17,187,DEBIT,PLATINUM,LOST,2025-10-18
335,1910,5618,4345 7421 9419 5097,Justin Banks,2028-02-19,727,DEBIT,GOLD,BLOCKED,2025-02-19
336,2788,7388,4796 1869 2750 9928,Angie Rodriguez,2028-09-19,907,CREDIT,PLATINUM,BLOCKED,2025-09-20
337,1066,5949,4624 2556 6300 4620,Jeff Sloan,2028-09-18,522,CREDIT,PLATINUM,LOST,2025-09-19
338,275,56,4645 4598 8012 9155,Glenn Thomas,2027-06-08,131,CREDIT,STANDARD,BLOCKED,2024-06-08
339,2580,4183,4342 3466 2120 5541,Nicholas Carr,2027-12-10,242,CREDIT,PLATINUM,BLOCKED,2024-12-10
340,2537,7083,4530 6072 2448 3615,Ryan Lamb,2028-10-31,720,CREDIT,GOLD,BLOCKED,2025-11-01
341,2115,5257,4870 1151 2488 4446,Laura Gallegos,2027-11-02,174,DEBIT,STANDARD,LOST,2024-11-02
342,1239,7126,4713 7721 8013 5772,Keith Beltran,2028-03-09,241,DEBIT,PLATINUM,ACTIVE,2025-03-10
343,170,5553,4899 9357 4292 9197,Brad Mcdonald,2028-09-30,720,DEBIT,GOLD,EXPIRED,2025-10-01
344,2094,3844,4357 1564 2525 9872,George Ortiz,2028-10-27,397,CREDIT,PLATINUM,ACTIVE,2025-10-28
345,1234,2130,4647 1787 9879 5461,Michele Howard,2027-12-11,651,CREDIT,STANDARD,EXPIRED,2024-12-11
346,132,7323,4740 1097 3772 8158,Marcia Flores,2028-09-17,637,DEBIT,PLATINUM,LOST,2025-09-18
347,543,2359,4289 4709 7930 5350,Betty Cross,2026-05-03,149,CREDIT,PLATINUM,ACTIVE,2023-05-04
348,2900,998,4501 5647 6837 9815,Brooke Simmons,2027-06-08,708,CREDIT,PLATINUM,ACTIVE,2024-06-08
349,982,5984,4390 1393 2102 6098,Vanessa Ford,2028-08-10,911,DEBIT,GOLD,LOST,2025-08-11
350,1180,725,4218 5948 4882 2974,Charles White,2028-04-05,976,CREDIT,PLATINUM,EXPIRED,2025-04-06
351,1007,4905,4269 3824 3008 6166,Tammy Wong,2028-06-18,559,DEBIT,PLATINUM,ACTIVE,2025-06-19
352,638,7653,4216 8648 7316 6491,Regina Chambers,2027-11-19,264,DEBIT,STANDARD,LOST,2024-11-19
353,2727,3421,4438 1681 8173 2741,Anthony Ford,2028-04-10,812,CREDIT,STANDARD,ACTIVE,2025-04-11
354,813,1680,4683 9785 8406 8406,Lawrence Taylor,2028-05-22,222,CREDIT,STANDARD,ACTIVE,2025-05-23
355,758,3961,4512 9717 9567 5680,Christopher Lewis,2028-01-10,174,DEBIT,STANDARD,BLOCKED,2025-01-10
356,1216,2129,4182 3679 6008 4288,Marcus Henry,2028-10-11,800,CREDIT,PLATINUM,ACTIVE,2025-10-12
357,661,6334,4959 9471 2532 6953,Nathan Potter,2028-02-07,810,DEBIT,GOLD,ACTIVE,2025-02-07
358,708,1487,4857 4052 1974 5340,John Cline,2028-08-01,482,CREDIT,PLATINUM,LOST,2025-08-02
359,2476,7240,4877 5741 8907 2421,Diane Matthews,2028-09-12,373,CREDIT,STANDARD,EXPIRED,2025-09-13
360,377,1345,4646 9851 9676 9450,Cassandra Edwards,2028-08-29,974,DEBIT,PLATINUM,LOST,2025-08-30
361,1114,2663,4712 1318 3999 6004,Whitney Prince,2027-06-22,476,DEBIT,GOLD,ACTIVE,2024-06-22
362,1719,477,4026 1608 7642 6543,Seth Fox,2028-05-31,296,DEBIT,STANDARD,ACTIVE,2025-06-01
363,1074,7095,4573 3023 5570 8487,Patrick Griffin,2028-09-08,420,CREDIT,PLATINUM,LOST,2025-09-09
364,1127,5672,4066 9429 9934 1502,Eduardo Hubbard,2028-09-02,357,DEBIT,STANDARD,LOST,2025-09-03
365,806,3972,4945 8950 6208 6925,Edwin Dickson,2028-09-20,499,DEBIT,STANDARD,BLOCKED,2025-09-21
366,1668,6582,4660 2730 3150 6842,Jeremiah Johnson,2028-05-28,392,DEBIT,GOLD,BLOCKED,2025-05-29
367,455,11,4581 7853 4837 9708,Michele Cervantes,2027-10-13,432,CREDIT,PLATINUM,BLOCKED,2024-10-13
368,1647,4920,4289 4353 2632 9980,Anna Lewis,2028-10-14,954,DEBIT,STANDARD,EXPIRED,2025-10-15
369,1994,2718,4006 2805 2881 1003,Joshua Green,2028-02-15,884,DEBIT,STANDARD,BLOCKED,2025-02-15
370,2588,2911,4187 7916 6651 6282,Tiffany Macias,2027-09-21,661,CREDIT,GOLD,LOST,2024-09-21
371,2394,5880,4341 6285 3237 9932,Ronald Crosby,2028-07-31,143,CREDIT,PLATINUM,LOST,2025-08-01
372,414,4720,4663 5321 6094 5830,Jessica Ruiz,2027-03-03,145,DEBIT,PLATINUM,BLOCKED,2024-03-03
373,340,4511,4851 9275 8651 9752,Chelsea Smith,2028-08-05,598,CREDIT,PLATINUM,LOST,2025-08-06
374,1372,4681,4403 4436 3852 6037,David Garrett,2025-12-19,631,CREDIT,GOLD,BLOCKED,2022-12-20
375,1582,993,4100 2994 7897 2373,William Lee,2028-06-28,935,DEBIT,PLATINUM,EXPIRED,2025-06-29
376,2052,4664,4527 6452 5658 6127,Ryan Sanders,2028-10-04,563,CREDIT,GOLD,EXPIRED,2025-10-05
377,1856,4316,4973 2780 4351 6315,Gary Myers,2028-10-20,208,DEBIT,GOLD,BLOCKED,2025-10-21
378,697,4816,4997 6773 7838 6694,David Porter,2028-10-17,109,DEBIT,GOLD,LOST,2025-10-18
379,271,3264,4873 9364 3390 1767,Ashley Brown,2027-12-16,653,CREDIT,STANDARD,EXPIRED,2024-12-16
380,2690,4450,4553 5918 6832 7533,Kathryn Bowers,2028-09-16,596,DEBIT,STANDARD,LOST,2025-09-17
381,513,3237,4955 2342 7422 8890,Natalie Marquez,2027-03-02,125,CREDIT,PLATINUM,ACTIVE,2024-03-02
382,2829,2222,4108 6766 5371 9121,Kelli Walker,2027-06-27,451,DEBIT,STANDARD,LOST,2024-06-27
383,2938,6907,4347 7487 6987 7507,Kara Vang,2028-03-28,486,CREDIT,PLATINUM,BLOCKED,2025-03-29
384,1182,1031,4822 2790 5345 4613,Tina Ray,2028-09-24,596,DEBIT,STANDARD,EXPIRED,2025-09-25
385,1453,5644,4700 5849 4643 2932,Andrew Barber,2028-08-16,484,CREDIT,PLATINUM,EXPIRED,2025-08-17
386,2115,4729,4283 4427 4440 2981,Laura Gallegos,2028-08-25,477,DEBIT,GOLD,EXPIRED,2025-08-26
387,2654,7132,4832 2332 2212 7873,Christopher White,2027-08-04,550,DEBIT,GOLD,EXPIRED,2024-08-04
388,346,1820,4038 4114 7972 4287,Christopher Watson,2026-07-04,596,DEBIT,PLATINUM,EXPIRED,2023-07-05
389,1559,5370,4147 8101 2427 2336,Louis Williams,2028-03-12,591,DEBIT,PLATINUM,BLOCKED,2025-03-13
390,1902,5274,4845 8372 9608 7738,Michelle Johnson,2028-10-14,556,DEBIT,GOLD,ACTIVE,2025-10-15
391,708,7200,4655 1120 4277 2026,John Cline,2028-04-19,461,CREDIT,PLATINUM,EXPIRED,2025-04-20
392,2968,5241,4095 5713 9092 7322,Daniel Roman,2028-09-30,104,CREDIT,PLATINUM,BLOCKED,2025-10-01
393,2171,7213,4928 1515 7444 9474,Jill Martin,2028-06-17,376,CREDIT,PLATINUM,EXPIRED,2025-06-18
394,2586,3941,4452 7534 6475 7080,Kyle Jimenez,2028-10-23,466,CREDIT,PLATINUM,ACTIVE,2025-10-24
395,354,215,4587 3397 1481 9761,Alan Johnson,2026-08-02,720,CREDIT,PLATINUM,BLOCKED,2023-08-03
396,505,6054,4630 9239 8597 7544,Joseph Huber,2028-06-11,214,CREDIT,PLATINUM,EXPIRED,2025-06-12
397,2469,7181,4434 3195 2344 8214,Geoffrey Hudson,2028-02-09,265,CREDIT,PLATINUM,BLOCKED,2025-02-09
398,2088,1334,4517 5111 2823 6323,Albert Sanchez,2028-08-05,951,DEBIT,STANDARD,ACTIVE,2025-08-06
399,2758,4895,4005 6088 4287 2093,Jeffrey Jones,2026-11-27,145,CREDIT,PLATINUM,ACTIVE,2023-11-28
400,2307,7539,4964 6443 8027 5552,Pamela Roberts,2025-12-29,188,CREDIT,GOLD,EXPIRED,2022-12-30
401,2753,3706,4937 6161 5388 4338,Laurie Grant,2028-06-09,934,DEBIT,STANDARD,LOST,2025-06-10
402,1806,1368,4803 6094 2465 6635,Juan Lopez,2028-09-03,120,DEBIT,PLATINUM,ACTIVE,2025-09-04
403,1952,112,4299 8327 4394 6608,Jillian Rodriguez,2026-01-31,241,DEBIT,GOLD,EXPIRED,2023-02-01
404,1727,354,4180 2997 9498 9206,Jenny Erickson,2028-08-09,106,DEBIT,STANDARD,BLOCKED,2025-08-10
405,2531,6119,4163 9912 7761 8530,Anthony Gray,2028-10-17,195,DEBIT,PLATINUM,EXPIRED,2025-10-18
406,2515,2842,4890 2200 7235 8114,Michael Jacobson,2027-03-09,718,DEBIT,GOLD,EXPIRED,2024-03-09
407,1052,1650,4927 5016 7335 8591,Cassandra Stewart,2028-09-08,291,CREDIT,PLATINUM,ACTIVE,2025-09-09
408,736,6577,4928 1989 5386 8644,Bradley White,2028-07-21,738,DEBIT,PLATINUM,ACTIVE,2025-07-22
409,177,7809,4028 2048 3843 8942,William Munoz,2028-06-16,442,CREDIT,PLATINUM,EXPIRED,2025-06-17
410,2500,6329,4576 4173 1899 4188,Michelle Newton,2026-10-29,244,DEBIT,PLATINUM,LOST,2023-10-30
411,1107,3478,4749 8171 3823 1021,Jose Navarro,2028-09-13,973,CREDIT,GOLD,EXPIRED,2025-09-14
412,275,4598,4937 1347 5764 6169,Glenn Thomas,2028-04-26,871,CREDIT,PLATINUM,LOST,2025-04-27
413,2609,3403,4144 7335 5042 4373,Kimberly Garcia,2027-12-16,212,DEBIT,PLATINUM,EXPIRED,2024-12-16
414,2869,3065,4036 3054 3037 4773,Richard Johnson,2027-10-17,121,CREDIT,GOLD,LOST,2024-10-17
415,1381,4233,4032 3681 7620 9539,David Bennett,2028-08-01,250,CREDIT,GOLD,EXPIRED,2025-08-02
416,2441,1693,4258 7631 7562 3449,Karen Scott,2027-05-17,525,CREDIT,STANDARD,LOST,2024-05-17
417,2523,5444,4127 9039 7114 2297,Maria Hughes,2028-10-26,926,CREDIT,STANDARD,LOST,2025-10-27
418,2798,4746,4076 7740 8929 7851,James Martinez,2027-09-23,429,DEBIT,PLATINUM,BLOCKED,2024-09-23
419,2803,7640,4120 9667 5679 1651,Michael Carter,2028-05-31,845,DEBIT,PLATINUM,ACTIVE,2025-06-01
420,364,2378,4040 9928 5076 8932,Eduardo Clark,2028-10-28,676,CREDIT,PLATINUM,EXPIRED,2025-10-29
421,2277,5897,4607 1864 5769 1948,Bradley Taylor,2028-07-12,741,DEBIT,STANDARD,ACTIVE,2025-07-13
422,2290,5024,4488 8121 9672 7050,Robert Mitchell,2026-09-10,689,DEBIT,PLATINUM,EXPIRED,2023-09-11
423,2128,153,4296 4079 1386 8136,Tamara Curtis,2028-09-06,352,CREDIT,GOLD,BLOCKED,2025-09-07
424,2990,665,4764 7549 5777 5441,John Lopez,2027-08-20,431,DEBIT,STANDARD,ACTIVE,2024-08-20
425,2367,4046,4814 6408 6838 2735,Monica Kim,2027-08-09,461,CREDIT,PLATINUM,LOST,2024-08-09
426,1947,5851,4159 6432 2245 7654,Jeff Wilson,2028-08-10,418,DEBIT,STANDARD,LOST,2025-08-11
427,2914,6957,4151 4979 9819 7702,Travis Yang,2028-10-27,579,DEBIT,STANDARD,EXPIRED,2025-10-28
428,596,7440,4728 1151 2977 7470,Dennis Kelly,2028-05-31,805,CREDIT,PLATINUM,EXPIRED,2025-06-01
429,2521,4472,4632 2864 1212 8930,Kevin Lopez,2028-08-29,888,DEBIT,STANDARD,LOST,2025-08-30
430,2018,3811,4155 5860 3816 3367,Nicholas Thomas,2028-07-14,122,CREDIT,PLATINUM,EXPIRED,2025-07-15
431,483,81,4217 3462 7213 2120,Joe Thompson,2028-08-26,773,CREDIT,PLATINUM,LOST,2025-08-27
432,2556,1607,4379 2603 2545 9258,David Ward,2028-06-05,652,DEBIT,STANDARD,EXPIRED,2025-06-06
433,2761,7568,4820 2120 9803 5397,Dustin Bolton,2028-09-03,407,CREDIT,PLATINUM,ACTIVE,2025-09-04
434,1158,2592,4100 4383 9519 4224,Zachary Jones,2028-07-21,257,CREDIT,STANDARD,BLOCKED,2025-07-22
435,1154,6854,4410 3765 5364 3939,Matthew Perez,2028-09-18,559,DEBIT,STANDARD,BLOCKED,2025-09-19
436,266,305,4036 1230 9980 9679,Angela Ford,2028-02-13,185,CREDIT,STANDARD,EXPIRED,2025-02-13
437,2931,5536,4771 7119 5620 3718,Stephen Larson,2028-03-17,848,DEBIT,STANDARD,BLOCKED,2025-03-18
438,1920,3476,4135 4791 6890 7496,Jessica Clark,2028-10-17,321,DEBIT,GOLD,EXPIRED,2025-10-18
439,741,5346,4840 7902 3621 3270,Cameron Watkins,2027-03-23,835,CREDIT,STANDARD,BLOCKED,2024-03-23
440,2987,4854,4116 4962 5492 1913,Christina Sanford,2028-10-06,283,CREDIT,GOLD,BLOCKED,2025-10-07
441,83,512,4459 5270 7611 2969,Melissa Thornton,2028-06-23,782,CREDIT,GOLD,EXPIRED,2025-06-24
442,2225,1609,4421 1183 2881 6976,Dominic White,2027-11-12,490,DEBIT,GOLD,ACTIVE,2024-11-12
443,2333,5424,4549 3581 3330 6579,Jennifer Carney,2027-05-09,165,CREDIT,PLATINUM,LOST,2024-05-09
444,1172,9,4599 3879 9218 2510,Kathleen Huffman,2028-05-01,859,DEBIT,PLATINUM,LOST,2025-05-02
445,764,3329,4648 1139 7819 7833,Barbara Castaneda,2028-10-09,241,CREDIT,PLATINUM,BLOCKED,2025-10-10
446,874,4843,4701 6037 4335 5911,John Tucker,2028-09-08,866,DEBIT,GOLD,LOST,2025-09-09
447,742,6132,4298 1020 4409 4082,Nicholas Bennett,2028-07-15,966,CREDIT,PLATINUM,ACTIVE,2025-07-16
448,2967,1450,4468 8055 7650 9970,Joseph Harrison,2027-04-13,418,DEBIT,STANDARD,LOST,2024-04-13
449,2733,2528,4315 3515 9622 2834,James Johnson,2028-05-06,486,CREDIT,GOLD,EXPIRED,2025-05-07
